organism,drug,year,p10,p25,median,p75,p90
Cryptococcus laurentii,Amphotericin B (CLSI),2012.0,1.0,1.0,1.0,1.0,1.0
Cryptococcus laurentii,Amphotericin B (CLSI),2018.0,0.25,0.25,0.25,0.25,0.25
Cryptococcus laurentii,Anidulafungin (CLSI),2012.0,32.0,32.0,32.0,32.0,32.0
Cryptococcus laurentii,Anidulafungin (CLSI),2018.0,8.0,8.0,8.0,8.0,8.0
Cryptococcus laurentii,Caspofungin (CLSI),2012.0,16.0,16.0,16.0,16.0,16.0
Cryptococcus laurentii,Caspofungin (CLSI),2018.0,8.0,8.0,8.0,8.0,8.0
Cryptococcus laurentii,Fluconazole (CLSI),2012.0,1.0,1.0,1.0,1.0,1.0
Cryptococcus laurentii,Fluconazole (CLSI),2018.0,8.0,8.0,8.0,8.0,8.0
Cryptococcus laurentii,Itraconazole (CLSI),2012.0,0.25,0.25,0.25,0.25,0.25
Cryptococcus laurentii,Itraconazole (CLSI),2018.0,0.5,0.5,0.5,0.5,0.5
Cryptococcus laurentii,Micafungin (CLSI),2012.0,32.0,32.0,32.0,32.0,32.0
Cryptococcus laurentii,Micafungin (CLSI),2018.0,8.0,8.0,8.0,8.0,8.0
Cryptococcus laurentii,Posaconazole (CLSI),2012.0,0.12,0.12,0.12,0.12,0.12
Cryptococcus laurentii,Posaconazole (CLSI),2018.0,0.25,0.25,0.25,0.25,0.25
Cryptococcus laurentii,Voriconazole (CLSI),2012.0,0.06,0.06,0.06,0.06,0.06
Cryptococcus laurentii,Voriconazole (CLSI),2018.0,0.25,0.25,0.25,0.25,0.25
Cryptococcus laurentii,uid,2012.0,2004451.0,2004451.0,2004451.0,2004451.0,2004451.0
Cryptococcus laurentii,uid,2018.0,2015204.0,2015204.0,2015204.0,2015204.0,2015204.0
Cryptococcus neoformans,Amphotericin B (CLSI),2010.0,0.5,1.0,1.0,1.0,1.0
Cryptococcus neoformans,Amphotericin B (CLSI),2011.0,0.5,0.5,1.0,1.0,1.0
Cryptococcus neoformans,Amphotericin B (CLSI),2013.0,0.5,0.5,0.5,0.5,0.5
Cryptococcus neoformans,Amphotericin B (CLSI),2015.0,0.5,0.5,0.5,0.5,0.5
Cryptococcus neoformans,Amphotericin B (CLSI),2019.0,0.5,0.5,0.5,0.5,0.5
Cryptococcus neoformans,Amphotericin B (CLSI),2023.0,1.0,1.0,1.0,1.0,1.0
Cryptococcus neoformans,Anidulafungin (CLSI),2010.0,32.0,32.0,32.0,32.0,32.0
Cryptococcus neoformans,Anidulafungin (CLSI),2011.0,32.0,32.0,32.0,32.0,32.0
Cryptococcus neoformans,Anidulafungin (CLSI),2013.0,32.0,32.0,32.0,32.0,32.0
Cryptococcus neoformans,Anidulafungin (CLSI),2015.0,16.0,16.0,16.0,16.0,16.0
Cryptococcus neoformans,Anidulafungin (CLSI),2019.0,8.0,8.0,8.0,8.0,8.0
Cryptococcus neoformans,Anidulafungin (CLSI),2023.0,8.0,8.0,8.0,8.0,8.0
Cryptococcus neoformans,Caspofungin (CLSI),2010.0,32.0,32.0,32.0,32.0,32.0
Cryptococcus neoformans,Caspofungin (CLSI),2011.0,8.0,16.0,16.0,16.0,32.0
Cryptococcus neoformans,Caspofungin (CLSI),2013.0,8.0,8.0,8.0,8.0,8.0
Cryptococcus neoformans,Caspofungin (CLSI),2015.0,16.0,16.0,16.0,16.0,16.0
Cryptococcus neoformans,Caspofungin (CLSI),2019.0,8.0,8.0,8.0,8.0,8.0
Cryptococcus neoformans,Caspofungin (CLSI),2023.0,8.0,8.0,8.0,8.0,8.0
Cryptococcus neoformans,Fluconazole (CLSI),2010.0,1.0,2.0,4.0,8.0,8.0
Cryptococcus neoformans,Fluconazole (CLSI),2011.0,1.0,1.0,2.0,4.0,6.400000000000006
Cryptococcus neoformans,Fluconazole (CLSI),2013.0,4.0,4.0,4.0,4.0,4.0
Cryptococcus neoformans,Fluconazole (CLSI),2015.0,2.4,3.0,4.0,4.0,4.0
Cryptococcus neoformans,Fluconazole (CLSI),2019.0,2.0,2.0,2.0,2.0,2.0
Cryptococcus neoformans,Fluconazole (CLSI),2023.0,1.0,2.0,2.0,4.0,4.0
Cryptococcus neoformans,Itraconazole (CLSI),2010.0,0.06,0.12,0.12,0.25,0.5
Cryptococcus neoformans,Itraconazole (CLSI),2011.0,0.03,0.06,0.12,0.25,0.25
Cryptococcus neoformans,Itraconazole (CLSI),2013.0,0.25,0.25,0.25,0.25,0.25
Cryptococcus neoformans,Itraconazole (CLSI),2019.0,0.25,0.25,0.25,0.25,0.25
Cryptococcus neoformans,Itraconazole (CLSI),2023.0,0.12,0.12,0.12,0.25,0.25
Cryptococcus neoformans,Micafungin (CLSI),2010.0,32.0,32.0,32.0,32.0,32.0
Cryptococcus neoformans,Micafungin (CLSI),2011.0,32.0,32.0,32.0,32.0,32.0
Cryptococcus neoformans,Micafungin (CLSI),2013.0,32.0,32.0,32.0,32.0,32.0
Cryptococcus neoformans,Micafungin (CLSI),2015.0,16.0,16.0,16.0,16.0,16.0
Cryptococcus neoformans,Micafungin (CLSI),2019.0,8.0,8.0,8.0,8.0,8.0
Cryptococcus neoformans,Micafungin (CLSI),2023.0,8.0,8.0,8.0,8.0,8.0
Cryptococcus neoformans,Posaconazole (CLSI),2010.0,0.06,0.12,0.25,0.5,0.5
Cryptococcus neoformans,Posaconazole (CLSI),2011.0,0.04200000000000001,0.06,0.12,0.12,0.25
Cryptococcus neoformans,Posaconazole (CLSI),2013.0,0.25,0.25,0.25,0.25,0.25
Cryptococcus neoformans,Posaconazole (CLSI),2015.0,0.25,0.25,0.25,0.25,0.25
Cryptococcus neoformans,Posaconazole (CLSI),2019.0,0.25,0.25,0.25,0.25,0.25
Cryptococcus neoformans,Posaconazole (CLSI),2023.0,0.12,0.25,0.25,0.25,0.25
Cryptococcus neoformans,Voriconazole (CLSI),2010.0,0.015,0.015,0.03,0.06,0.06
Cryptococcus neoformans,Voriconazole (CLSI),2011.0,0.015,0.03,0.03,0.06,0.09600000000000009
Cryptococcus neoformans,Voriconazole (CLSI),2013.0,0.015,0.015,0.015,0.015,0.015
Cryptococcus neoformans,Voriconazole (CLSI),2015.0,0.036,0.045,0.06,0.06,0.06
Cryptococcus neoformans,Voriconazole (CLSI),2019.0,0.03,0.03,0.03,0.03,0.03
Cryptococcus neoformans,Voriconazole (CLSI),2023.0,0.03,0.03,0.03,0.06,0.06
Cryptococcus neoformans,uid,2010.0,2000109.8,2000396.5,2000673.0,2001112.0,2001130.4
Cryptococcus neoformans,uid,2011.0,2002247.2,2002548.0,2002771.0,2003061.0,2003379.4
Cryptococcus neoformans,uid,2013.0,2005913.0,2005913.0,2005913.0,2005913.0,2005913.0
Cryptococcus neoformans,uid,2015.0,2009443.0,2009641.0,2009971.0,2010077.5,2010141.4
Cryptococcus neoformans,uid,2019.0,2016599.0,2016599.0,2016599.0,2016599.0,2016599.0
Cryptococcus neoformans,uid,2023.0,3002452.0,3002454.5,3002647.0,3003189.0,3003331.0
Cryptococcus neoformans var. grubii,Amphotericin B (CLSI),2012.0,0.5,1.0,1.0,1.0,1.0
Cryptococcus neoformans var. grubii,Amphotericin B (CLSI),2013.0,0.5,0.5,1.0,1.0,1.0
Cryptococcus neoformans var. grubii,Amphotericin B (CLSI),2014.0,0.5,0.5,1.0,1.0,1.0
Cryptococcus neoformans var. grubii,Amphotericin B (CLSI),2015.0,0.5,0.5,0.5,1.0,1.0
Cryptococcus neoformans var. grubii,Amphotericin B (CLSI),2016.0,1.0,1.0,1.0,1.0,1.0
Cryptococcus neoformans var. grubii,Amphotericin B (CLSI),2017.0,0.25,0.5,0.5,1.0,1.0
Cryptococcus neoformans var. grubii,Amphotericin B (CLSI),2018.0,0.5,0.5,0.5,0.5,0.5
Cryptococcus neoformans var. grubii,Amphotericin B (CLSI),2019.0,0.5,1.0,1.0,1.0,1.0
Cryptococcus neoformans var. grubii,Amphotericin B (CLSI),2020.0,0.5,0.5,1.0,1.0,1.0
Cryptococcus neoformans var. grubii,Amphotericin B (CLSI),2021.0,0.5,0.5,0.5,0.5,0.9500000000000011
Cryptococcus neoformans var. grubii,Amphotericin B (CLSI),2022.0,0.5,0.5,0.5,1.0,1.0
Cryptococcus neoformans var. grubii,Amphotericin B (CLSI),2023.0,0.5,0.5,1.0,1.0,1.0
Cryptococcus neoformans var. grubii,Anidulafungin (CLSI),2012.0,32.0,32.0,32.0,32.0,32.0
Cryptococcus neoformans var. grubii,Anidulafungin (CLSI),2013.0,16.0,32.0,32.0,32.0,32.0
Cryptococcus neoformans var. grubii,Anidulafungin (CLSI),2014.0,8.0,16.0,16.0,16.0,16.0
Cryptococcus neoformans var. grubii,Anidulafungin (CLSI),2015.0,16.0,16.0,16.0,16.0,16.0
Cryptococcus neoformans var. grubii,Anidulafungin (CLSI),2016.0,8.0,16.0,16.0,16.0,16.0
Cryptococcus neoformans var. grubii,Anidulafungin (CLSI),2017.0,3.2,4.0,8.0,8.0,8.0
Cryptococcus neoformans var. grubii,Anidulafungin (CLSI),2018.0,4.0,6.0,8.0,8.0,8.0
Cryptococcus neoformans var. grubii,Anidulafungin (CLSI),2019.0,8.0,8.0,8.0,8.0,8.0
Cryptococcus neoformans var. grubii,Anidulafungin (CLSI),2020.0,8.0,8.0,8.0,8.0,8.0
Cryptococcus neoformans var. grubii,Anidulafungin (CLSI),2021.0,8.0,8.0,8.0,8.0,8.0
Cryptococcus neoformans var. grubii,Anidulafungin (CLSI),2022.0,4.0,4.0,8.0,8.0,8.0
Cryptococcus neoformans var. grubii,Anidulafungin (CLSI),2023.0,8.0,8.0,8.0,8.0,8.0
Cryptococcus neoformans var. grubii,Caspofungin (CLSI),2012.0,16.0,16.0,16.0,16.0,22.399999999999977
Cryptococcus neoformans var. grubii,Caspofungin (CLSI),2013.0,16.0,16.0,16.0,16.0,16.0
Cryptococcus neoformans var. grubii,Caspofungin (CLSI),2014.0,8.0,16.0,16.0,16.0,16.0
Cryptococcus neoformans var. grubii,Caspofungin (CLSI),2015.0,16.0,16.0,16.0,16.0,16.0
Cryptococcus neoformans var. grubii,Caspofungin (CLSI),2016.0,16.0,16.0,16.0,16.0,16.0
Cryptococcus neoformans var. grubii,Caspofungin (CLSI),2017.0,8.0,8.0,8.0,8.0,8.0
Cryptococcus neoformans var. grubii,Caspofungin (CLSI),2018.0,4.0,8.0,8.0,8.0,8.0
Cryptococcus neoformans var. grubii,Caspofungin (CLSI),2019.0,8.0,8.0,8.0,8.0,8.0
Cryptococcus neoformans var. grubii,Caspofungin (CLSI),2020.0,8.0,8.0,8.0,8.0,8.0
Cryptococcus neoformans var. grubii,Caspofungin (CLSI),2021.0,8.0,8.0,8.0,8.0,8.0
Cryptococcus neoformans var. grubii,Caspofungin (CLSI),2022.0,4.0,8.0,8.0,8.0,8.0
Cryptococcus neoformans var. grubii,Caspofungin (CLSI),2023.0,8.0,8.0,8.0,8.0,8.0
Cryptococcus neoformans var. grubii,Fluconazole (CLSI),2012.0,2.0,4.0,4.0,4.0,8.0
Cryptococcus neoformans var. grubii,Fluconazole (CLSI),2013.0,1.0,2.0,2.0,4.0,4.0
Cryptococcus neoformans var. grubii,Fluconazole (CLSI),2014.0,1.0,2.0,2.0,4.0,4.0
Cryptococcus neoformans var. grubii,Fluconazole (CLSI),2015.0,2.0,2.0,4.0,4.0,4.0
Cryptococcus neoformans var. grubii,Fluconazole (CLSI),2016.0,1.0,2.0,2.0,4.0,4.0
Cryptococcus neoformans var. grubii,Fluconazole (CLSI),2017.0,1.0,1.0,2.0,2.0,4.0
Cryptococcus neoformans var. grubii,Fluconazole (CLSI),2018.0,2.0,2.0,4.0,4.0,7.200000000000003
Cryptococcus neoformans var. grubii,Fluconazole (CLSI),2019.0,1.2000000000000002,2.0,4.0,4.0,4.0
Cryptococcus neoformans var. grubii,Fluconazole (CLSI),2020.0,2.0,2.0,4.0,4.0,8.0
Cryptococcus neoformans var. grubii,Fluconazole (CLSI),2021.0,1.0,2.0,2.0,2.0,4.0
Cryptococcus neoformans var. grubii,Fluconazole (CLSI),2022.0,2.0,2.0,4.0,4.0,8.0
Cryptococcus neoformans var. grubii,Fluconazole (CLSI),2023.0,2.0,2.0,2.0,4.0,4.0
Cryptococcus neoformans var. grubii,Itraconazole (CLSI),2012.0,0.06,0.12,0.12,0.25,0.25
Cryptococcus neoformans var. grubii,Itraconazole (CLSI),2013.0,0.06,0.12,0.12,0.25,0.25
Cryptococcus neoformans var. grubii,Itraconazole (CLSI),2017.0,0.198,0.25,0.25,0.25,0.25
Cryptococcus neoformans var. grubii,Itraconazole (CLSI),2018.0,0.12,0.12,0.25,0.25,0.25
Cryptococcus neoformans var. grubii,Itraconazole (CLSI),2019.0,0.06,0.06,0.06,0.12,0.25
Cryptococcus neoformans var. grubii,Itraconazole (CLSI),2020.0,0.06,0.06,0.12,0.25,0.25
Cryptococcus neoformans var. grubii,Itraconazole (CLSI),2021.0,0.03,0.03,0.06,0.12,0.12
Cryptococcus neoformans var. grubii,Itraconazole (CLSI),2022.0,0.06,0.06,0.12,0.185,0.25
Cryptococcus neoformans var. grubii,Itraconazole (CLSI),2023.0,0.12,0.12,0.12,0.12,0.25
Cryptococcus neoformans var. grubii,Micafungin (CLSI),2012.0,32.0,32.0,32.0,32.0,32.0
Cryptococcus neoformans var. grubii,Micafungin (CLSI),2013.0,32.0,32.0,32.0,32.0,32.0
Cryptococcus neoformans var. grubii,Micafungin (CLSI),2014.0,16.0,16.0,16.0,16.0,16.0
Cryptococcus neoformans var. grubii,Micafungin (CLSI),2015.0,16.0,16.0,16.0,16.0,16.0
Cryptococcus neoformans var. grubii,Micafungin (CLSI),2016.0,8.0,16.0,16.0,16.0,16.0
Cryptococcus neoformans var. grubii,Micafungin (CLSI),2017.0,4.0,8.0,8.0,8.0,8.0
Cryptococcus neoformans var. grubii,Micafungin (CLSI),2018.0,4.0,4.0,8.0,8.0,8.0
Cryptococcus neoformans var. grubii,Micafungin (CLSI),2019.0,4.0,8.0,8.0,8.0,8.0
Cryptococcus neoformans var. grubii,Micafungin (CLSI),2020.0,8.0,8.0,8.0,8.0,8.0
Cryptococcus neoformans var. grubii,Micafungin (CLSI),2021.0,8.0,8.0,8.0,8.0,8.0
Cryptococcus neoformans var. grubii,Micafungin (CLSI),2022.0,2.0,4.0,4.0,8.0,8.0
Cryptococcus neoformans var. grubii,Micafungin (CLSI),2023.0,8.0,8.0,8.0,8.0,8.0
Cryptococcus neoformans var. grubii,Posaconazole (CLSI),2012.0,0.06,0.12,0.12,0.25,0.25
Cryptococcus neoformans var. grubii,Posaconazole (CLSI),2013.0,0.06,0.12,0.12,0.25,0.25
Cryptococcus neoformans var. grubii,Posaconazole (CLSI),2014.0,0.06,0.06,0.12,0.185,0.25
Cryptococcus neoformans var. grubii,Posaconazole (CLSI),2015.0,0.12,0.12,0.25,0.25,0.25
Cryptococcus neoformans var. grubii,Posaconazole (CLSI),2016.0,0.03,0.12,0.12,0.25,0.25
Cryptococcus neoformans var. grubii,Posaconazole (CLSI),2017.0,0.096,0.12,0.12,0.25,0.25
Cryptococcus neoformans var. grubii,Posaconazole (CLSI),2018.0,0.12,0.12,0.12,0.25,0.25
Cryptococcus neoformans var. grubii,Posaconazole (CLSI),2019.0,0.06,0.06,0.12,0.25,0.25
Cryptococcus neoformans var. grubii,Posaconazole (CLSI),2020.0,0.03,0.06,0.12,0.12,0.25
Cryptococcus neoformans var. grubii,Posaconazole (CLSI),2021.0,0.03,0.06,0.09,0.12,0.12
Cryptococcus neoformans var. grubii,Posaconazole (CLSI),2022.0,0.06,0.12,0.12,0.12,0.12
Cryptococcus neoformans var. grubii,Posaconazole (CLSI),2023.0,0.12,0.12,0.25,0.25,0.25
Cryptococcus neoformans var. grubii,Voriconazole (CLSI),2012.0,0.03,0.03,0.06,0.06,0.12
Cryptococcus neoformans var. grubii,Voriconazole (CLSI),2013.0,0.015,0.03,0.03,0.06,0.06
Cryptococcus neoformans var. grubii,Voriconazole (CLSI),2014.0,0.03,0.03,0.03,0.06,0.06
Cryptococcus neoformans var. grubii,Voriconazole (CLSI),2015.0,0.03,0.03,0.06,0.06,0.06
Cryptococcus neoformans var. grubii,Voriconazole (CLSI),2016.0,0.015,0.03,0.03,0.06,0.12
Cryptococcus neoformans var. grubii,Voriconazole (CLSI),2017.0,0.024,0.03,0.03,0.06,0.06
Cryptococcus neoformans var. grubii,Voriconazole (CLSI),2018.0,0.03,0.03,0.06,0.06,0.12
Cryptococcus neoformans var. grubii,Voriconazole (CLSI),2019.0,0.03,0.03,0.03,0.06,0.10800000000000004
Cryptococcus neoformans var. grubii,Voriconazole (CLSI),2020.0,0.015,0.03,0.06,0.06,0.06
Cryptococcus neoformans var. grubii,Voriconazole (CLSI),2021.0,0.015,0.03,0.03,0.03,0.06
Cryptococcus neoformans var. grubii,Voriconazole (CLSI),2022.0,0.015,0.03,0.03,0.03,0.06
Cryptococcus neoformans var. grubii,Voriconazole (CLSI),2023.0,0.03,0.03,0.03,0.06,0.06
Cryptococcus neoformans var. grubii,uid,2012.0,2001904.6,2003838.5,2004180.0,2004443.5,2004689.6
Cryptococcus neoformans var. grubii,uid,2013.0,2005168.4,2005283.0,2005668.0,2006635.0,2006703.2
Cryptococcus neoformans var. grubii,uid,2014.0,2007352.4,2007662.5,2007716.0,2008275.5,2008448.0
Cryptococcus neoformans var. grubii,uid,2015.0,2008547.8,2008895.5,2009252.0,2010093.5,2010353.8
Cryptococcus neoformans var. grubii,uid,2016.0,2010745.0,2011181.0,2011549.0,2011821.0,2012028.0
Cryptococcus neoformans var. grubii,uid,2017.0,2012296.6,2012655.0,2012964.0,2013199.0,2013305.4
Cryptococcus neoformans var. grubii,uid,2018.0,2014186.8,2014205.0,2014567.0,2015032.0,2015194.8
Cryptococcus neoformans var. grubii,uid,2019.0,2015795.8,2016233.0,2016669.0,2017130.0,2017289.8
Cryptococcus neoformans var. grubii,uid,2020.0,2017723.0,2017927.5,2018332.0,2018599.5,2019328.0
Cryptococcus neoformans var. grubii,uid,2021.0,2019760.9,2020410.5,2020902.5,2021254.25,2021601.6
Cryptococcus neoformans var. grubii,uid,2022.0,3000076.0,3000641.0,3001208.0,3001642.5,3001939.8
Cryptococcus neoformans var. grubii,uid,2023.0,3002154.6,3002280.0,3003040.0,3003098.0,3003218.6
Cryptococcus neoformans var. neoformans,Amphotericin B (CLSI),2012.0,1.0,1.0,1.0,1.0,1.0
Cryptococcus neoformans var. neoformans,Amphotericin B (CLSI),2013.0,0.25,0.5,0.5,0.5,0.6500000000000004
Cryptococcus neoformans var. neoformans,Amphotericin B (CLSI),2014.0,0.4,0.5,0.5,0.5,0.5
Cryptococcus neoformans var. neoformans,Amphotericin B (CLSI),2015.0,0.5,0.5,0.5,0.5,0.5
Cryptococcus neoformans var. neoformans,Amphotericin B (CLSI),2016.0,0.65,0.875,1.0,1.0,1.0
Cryptococcus neoformans var. neoformans,Amphotericin B (CLSI),2017.0,0.159,0.2175,0.25,0.3125,0.42500000000000004
Cryptococcus neoformans var. neoformans,Amphotericin B (CLSI),2018.0,0.146,0.185,0.25,0.375,0.45
Cryptococcus neoformans var. neoformans,Amphotericin B (CLSI),2019.0,0.5,0.5,0.5,0.5,0.5
Cryptococcus neoformans var. neoformans,Amphotericin B (CLSI),2020.0,0.5,0.5,0.5,0.5,0.5
Cryptococcus neoformans var. neoformans,Amphotericin B (CLSI),2021.0,0.25,0.25,0.375,0.5,0.5
Cryptococcus neoformans var. neoformans,Anidulafungin (CLSI),2012.0,22.4,32.0,32.0,32.0,32.0
Cryptococcus neoformans var. neoformans,Anidulafungin (CLSI),2013.0,4.0,10.0,32.0,32.0,32.0
Cryptococcus neoformans var. neoformans,Anidulafungin (CLSI),2014.0,5.6000000000000005,8.0,16.0,16.0,16.0
Cryptococcus neoformans var. neoformans,Anidulafungin (CLSI),2015.0,16.0,16.0,16.0,16.0,16.0
Cryptococcus neoformans var. neoformans,Anidulafungin (CLSI),2016.0,16.0,16.0,16.0,16.0,16.0
Cryptococcus neoformans var. neoformans,Anidulafungin (CLSI),2017.0,8.0,8.0,8.0,8.0,8.0
Cryptococcus neoformans var. neoformans,Anidulafungin (CLSI),2018.0,8.0,8.0,8.0,8.0,8.0
Cryptococcus neoformans var. neoformans,Anidulafungin (CLSI),2019.0,8.0,8.0,8.0,8.0,8.0
Cryptococcus neoformans var. neoformans,Anidulafungin (CLSI),2020.0,8.0,8.0,8.0,8.0,8.0
Cryptococcus neoformans var. neoformans,Anidulafungin (CLSI),2021.0,8.0,8.0,8.0,8.0,8.0
Cryptococcus neoformans var. neoformans,Caspofungin (CLSI),2012.0,16.0,16.0,16.0,16.0,16.0
Cryptococcus neoformans var. neoformans,Caspofungin (CLSI),2013.0,8.0,8.0,8.0,8.0,16.0
Cryptococcus neoformans var. neoformans,Caspofungin (CLSI),2014.0,8.0,8.0,8.0,8.0,11.200000000000003
Cryptococcus neoformans var. neoformans,Caspofungin (CLSI),2015.0,16.0,16.0,16.0,16.0,16.0
Cryptococcus neoformans var. neoformans,Caspofungin (CLSI),2016.0,8.0,8.0,12.0,16.0,16.0
Cryptococcus neoformans var. neoformans,Caspofungin (CLSI),2017.0,8.0,8.0,8.0,8.0,8.0
Cryptococcus neoformans var. neoformans,Caspofungin (CLSI),2018.0,2.4,3.0,4.0,4.0,4.0
Cryptococcus neoformans var. neoformans,Caspofungin (CLSI),2019.0,8.0,8.0,8.0,8.0,8.0
Cryptococcus neoformans var. neoformans,Caspofungin (CLSI),2020.0,8.0,8.0,8.0,8.0,8.0
Cryptococcus neoformans var. neoformans,Caspofungin (CLSI),2021.0,8.0,8.0,8.0,8.0,8.0
Cryptococcus neoformans var. neoformans,Fluconazole (CLSI),2012.0,2.0,2.0,4.0,4.0,6.4
Cryptococcus neoformans var. neoformans,Fluconazole (CLSI),2013.0,0.5,1.0,1.0,2.0,2.6000000000000014
Cryptococcus neoformans var. neoformans,Fluconazole (CLSI),2014.0,0.8,1.0,1.0,2.0,2.8000000000000007
Cryptococcus neoformans var. neoformans,Fluconazole (CLSI),2015.0,1.0,1.0,1.0,1.0,1.0
Cryptococcus neoformans var. neoformans,Fluconazole (CLSI),2016.0,1.5500000000000003,3.125,4.0,5.0,6.800000000000001
Cryptococcus neoformans var. neoformans,Fluconazole (CLSI),2017.0,1.0,1.0,1.0,1.75,3.1000000000000005
Cryptococcus neoformans var. neoformans,Fluconazole (CLSI),2018.0,0.5,0.5,0.5,0.5,0.5
Cryptococcus neoformans var. neoformans,Fluconazole (CLSI),2019.0,1.0,1.0,1.0,1.0,1.0
Cryptococcus neoformans var. neoformans,Fluconazole (CLSI),2020.0,1.0,1.0,1.5,2.5,3.4000000000000004
Cryptococcus neoformans var. neoformans,Fluconazole (CLSI),2021.0,1.0,1.0,1.0,1.75,3.1000000000000005
Cryptococcus neoformans var. neoformans,Itraconazole (CLSI),2012.0,0.08399999999999999,0.12,0.25,0.25,0.25
Cryptococcus neoformans var. neoformans,Itraconazole (CLSI),2013.0,0.03,0.0375,0.12,0.12,0.25
Cryptococcus neoformans var. neoformans,Itraconazole (CLSI),2017.0,0.25,0.25,0.25,0.25,0.25
Cryptococcus neoformans var. neoformans,Itraconazole (CLSI),2018.0,0.015,0.015,0.015,0.0225,0.027
Cryptococcus neoformans var. neoformans,Itraconazole (CLSI),2019.0,0.12,0.12,0.12,0.12,0.12
Cryptococcus neoformans var. neoformans,Itraconazole (CLSI),2020.0,0.078,0.105,0.185,0.25,0.25
Cryptococcus neoformans var. neoformans,Itraconazole (CLSI),2021.0,0.06,0.06,0.06,0.075,0.10200000000000001
Cryptococcus neoformans var. neoformans,Micafungin (CLSI),2012.0,22.4,32.0,32.0,32.0,32.0
Cryptococcus neoformans var. neoformans,Micafungin (CLSI),2013.0,32.0,32.0,32.0,32.0,32.0
Cryptococcus neoformans var. neoformans,Micafungin (CLSI),2014.0,5.200000000000001,8.0,16.0,16.0,16.0
Cryptococcus neoformans var. neoformans,Micafungin (CLSI),2015.0,16.0,16.0,16.0,16.0,16.0
Cryptococcus neoformans var. neoformans,Micafungin (CLSI),2016.0,16.0,16.0,16.0,16.0,16.0
Cryptococcus neoformans var. neoformans,Micafungin (CLSI),2017.0,8.0,8.0,8.0,8.0,8.0
Cryptococcus neoformans var. neoformans,Micafungin (CLSI),2018.0,2.0,2.0,2.0,3.0,3.6
Cryptococcus neoformans var. neoformans,Micafungin (CLSI),2019.0,8.0,8.0,8.0,8.0,8.0
Cryptococcus neoformans var. neoformans,Micafungin (CLSI),2020.0,8.0,8.0,8.0,8.0,8.0
Cryptococcus neoformans var. neoformans,Micafungin (CLSI),2021.0,8.0,8.0,8.0,8.0,8.0
Cryptococcus neoformans var. neoformans,Posaconazole (CLSI),2012.0,0.08399999999999999,0.12,0.12,0.25,0.25
Cryptococcus neoformans var. neoformans,Posaconazole (CLSI),2013.0,0.06,0.06,0.12,0.12,0.12
Cryptococcus neoformans var. neoformans,Posaconazole (CLSI),2014.0,0.06,0.06,0.12,0.12,0.17200000000000004
Cryptococcus neoformans var. neoformans,Posaconazole (CLSI),2015.0,0.12,0.12,0.12,0.12,0.12
Cryptococcus neoformans var. neoformans,Posaconazole (CLSI),2016.0,0.057,0.0975,0.185,0.25,0.25
Cryptococcus neoformans var. neoformans,Posaconazole (CLSI),2017.0,0.12,0.12,0.12,0.1525,0.21100000000000002
Cryptococcus neoformans var. neoformans,Posaconazole (CLSI),2018.0,0.015,0.015,0.015,0.0225,0.027
Cryptococcus neoformans var. neoformans,Posaconazole (CLSI),2019.0,0.12,0.12,0.12,0.12,0.12
Cryptococcus neoformans var. neoformans,Posaconazole (CLSI),2020.0,0.078,0.105,0.12,0.12,0.12
Cryptococcus neoformans var. neoformans,Posaconazole (CLSI),2021.0,0.06,0.06,0.09,0.12,0.12
Cryptococcus neoformans var. neoformans,Voriconazole (CLSI),2012.0,0.03,0.03,0.03,0.06,0.096
Cryptococcus neoformans var. neoformans,Voriconazole (CLSI),2013.0,0.008,0.015,0.015,0.03,0.03
Cryptococcus neoformans var. neoformans,Voriconazole (CLSI),2014.0,0.015,0.0225,0.03,0.03,0.04200000000000001
Cryptococcus neoformans var. neoformans,Voriconazole (CLSI),2015.0,0.03,0.03,0.03,0.03,0.03
Cryptococcus neoformans var. neoformans,Voriconazole (CLSI),2016.0,0.0285,0.04875,0.06,0.075,0.10200000000000001
Cryptococcus neoformans var. neoformans,Voriconazole (CLSI),2017.0,0.039,0.0525,0.06,0.06,0.06
Cryptococcus neoformans var. neoformans,Voriconazole (CLSI),2018.0,0.015,0.015,0.015,0.015,0.015
Cryptococcus neoformans var. neoformans,Voriconazole (CLSI),2019.0,0.03,0.03,0.03,0.03,0.03
Cryptococcus neoformans var. neoformans,Voriconazole (CLSI),2020.0,0.010100000000000001,0.01325,0.0225,0.0375,0.051000000000000004
Cryptococcus neoformans var. neoformans,Voriconazole (CLSI),2021.0,0.0195,0.02625,0.03,0.03,0.03
Cryptococcus neoformans var. neoformans,uid,2012.0,2004124.0,2004127.0,2004131.0,2004469.0,2004553.6
Cryptococcus neoformans var. neoformans,uid,2013.0,2005275.7,2005282.5,2005290.0,2005983.5,2006618.2
Cryptococcus neoformans var. neoformans,uid,2014.0,2007113.6,2007220.5,2007331.0,2007692.5,2007783.2
Cryptococcus neoformans var. neoformans,uid,2015.0,2009256.0,2009256.0,2009256.0,2009256.0,2009256.0
Cryptococcus neoformans var. neoformans,uid,2016.0,2010684.5,2010880.25,2011005.5,2011239.25,2011630.3
Cryptococcus neoformans var. neoformans,uid,2017.0,2012566.8,2012569.5,2012641.5,2012863.0,2013134.8
